Order_ID,Customer_Name,Customer_ID,Product_Name,Category,Sub_Category,Sales,Profit,Discount,Quantity,Order_Date,Region,Country,State,Payment_Mode,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Is_Month_Start,Is_Month_End,Year_Month,Season,Is_Holiday_Season,Unit_Price,Profit_Margin_Pct,Is_Profitable,Discounted_Price,Sales_Bucket,Customer_Total_Spent,Customer_Total_Orders,Customer_Avg_Order_Value,Customer_Total_Profit,Customer_Avg_Discount,Customer_First_Purchase,Customer_Last_Purchase,Customer_Tenure_Days,Customer_Recency_Days,Customer_Segment,Product_Total_Sales,Product_Total_Quantity,Product_Avg_Price,Product_Total_Profit,Product_Order_Count,Product_Performance
ORD-000410,Christopher Hernandez,CUST-00209,Union & Scale Binder,Office Supplies,Binders,566.22,254.8,0.0,2,2021-11-25,South,United States,North Carolina,PayPal,2021,11,November,4,25,3,Thursday,47,0,0,1,2021-11,Fall,1,283.11,45.0,1,566.22,High,55752.15,15,3716.81,24519.37,0.06333333333333332,2019-01-21,2024-12-06,2146,534,Platinum,37936.76,149,654.0820689655172,16640.54,58,Low
ORD-000411,Charles Carter,CUST-00200,Microsoft Office 365,Technology,Software,6861.36,2744.54,0.0,3,2019-03-11,South,United States,Texas,Apple Pay,2019,3,March,1,11,0,Monday,11,0,0,0,2019-03,Spring,0,2287.12,40.0,1,6861.36,Premium,40872.29,12,3406.0241666666666,18789.530000000002,0.0625,2019-03-11,2024-08-14,1983,648,Gold,250782.69999999998,124,5699.606818181818,105396.20999999999,44,Top
ORD-000412,Andrew Nelson,CUST-00388,Dell XPS 15,Technology,Laptops,21827.04,11501.880000000006,0.0,6,2019-09-17,South,United States,Virginia,Apple Pay,2019,9,September,3,17,1,Tuesday,38,0,0,0,2019-09,Fall,0,3637.84,52.7,1,21827.04,Premium,80710.37,12,6725.864166666666,35546.700000000004,0.0375,2019-01-01,2024-02-17,1873,827,Platinum,270837.19,81,7738.2054285714285,112461.07,35,Top
ORD-000413,Betty Campbell,CUST-00149,Vornado Space Heater,Furniture,Furnishings,477.6,238.8,0.0,2,2020-03-10,East,United States,Massachusetts,Bank Transfer,2020,3,March,1,10,1,Tuesday,11,0,0,0,2020-03,Spring,0,238.8,50.0,1,477.6,Medium,17940.71,9,1993.4122222222222,7816.11,0.08333333333333333,2019-07-19,2024-11-08,1939,562,Bronze,19629.36,92,490.73400000000004,8253.52,40,Low
ORD-000414,Andrew Miller,CUST-00203,Motorola Edge 40,Technology,Phones,16255.85,6502.34,0.0,5,2023-04-12,Central,Germany,North Rhine-Westphalia,Debit Card,2023,4,April,2,12,2,Wednesday,15,0,0,0,2023-04,Spring,0,3251.17,40.0,1,16255.85,Premium,89895.97,13,6915.074615384616,40788.38,0.08461538461538462,2019-02-18,2024-06-21,1950,702,Platinum,392741.35,132,8015.129591836734,158291.35,49,Top
ORD-000415,Donna Martinez,CUST-00408,IKEA Fintorp Rack,Furniture,Furnishings,2191.9,1205.55,0.0,1,2023-05-21,East,United Kingdom,England,Google Pay,2023,5,May,2,21,6,Sunday,20,1,0,1,2023-05,Spring,0,2191.9,55.0,1,2191.9,Very High,57217.189999999995,10,5721.718999999999,22043.14,0.08499999999999999,2019-09-09,2023-05-21,1350,1099,Platinum,210860.79,110,5548.9681578947375,88114.41,38,Top
ORD-000416,George Nguyen,CUST-00491,Google Pixel 8 Pro,Technology,Phones,5502.02,2200.81,0.0,2,2023-03-09,South,United States,Kentucky,Credit Card,2023,3,March,1,9,3,Thursday,10,0,0,0,2023-03,Spring,0,2751.01,40.0,1,5502.02,Premium,62828.31,16,3926.769375,26019.06,0.07187500000000001,2019-08-05,2024-12-13,1957,527,Platinum,342363.24,134,6987.004897959184,150352.24000000002,49,Top
ORD-000417,Sarah Thomas,CUST-00003,Copic Marker Set,Office Supplies,Art,93.1,27.93,0.0,1,2019-06-21,West,United States,California,PayPal,2019,6,June,2,21,4,Friday,25,0,0,1,2019-06,Summer,0,93.1,30.0,1,93.1,Low,55792.07,12,4649.339166666667,22081.87,0.05833333333333333,2019-06-21,2024-03-16,1730,799,Platinum,11018.369999999999,126,239.52978260869563,4707.34,46,Low
ORD-000418,William Robinson,CUST-00384,Neenah Cardstock,Office Supplies,Paper,1331.83,399.55,0.4,1,2021-05-10,South,United States,Alabama,Debit Card,2021,5,May,2,10,0,Monday,19,0,0,0,2021-05,Spring,0,1331.83,30.0,1,799.1,Very High,29851.440000000002,9,3316.826666666667,11297.45,0.1111111111111111,2020-03-25,2024-08-10,1599,652,Silver,244946.09999999998,112,6804.0583333333325,97146.06,36,Top
ORD-000419,Karen Green,CUST-00095,IKEA Malm Desk,Furniture,Tables,281.88,140.94,0.0,1,2020-10-21,South,United States,Kentucky,Credit Card,2020,10,October,4,21,2,Wednesday,43,0,0,1,2020-10,Fall,0,281.88,50.0,1,281.88,Medium,42896.29,14,3064.0207142857143,19447.34,0.075,2019-04-02,2024-06-23,1909,700,Gold,33980.64,132,755.1253333333333,15697.19,45,Low
ORD-000420,George Allen,CUST-00344,HP Spectre x360,Technology,Laptops,1627.98,488.39,0.0,2,2021-01-12,South,United States,Alabama,Apple Pay,2021,1,January,1,12,1,Tuesday,2,0,0,0,2021-01,Winter,0,813.99,30.0,1,1627.98,Very High,22790.1,7,3255.7285714285713,7220.49,0.02142857142857143,2019-08-01,2023-09-13,1504,984,Bronze,87585.31999999999,112,1946.3404444444443,36849.32,45,Medium
ORD-000421,James Carter,CUST-00331,Acer Swift 5,Technology,Laptops,3101.9,1706.05,0.05,2,2024-03-04,East,United States,New Jersey,Google Pay,2024,3,March,1,4,0,Monday,10,0,1,0,2024-03,Spring,0,1550.95,55.0,1,2946.8,Very High,23136.75,10,2313.675,10328.06,0.095,2019-03-10,2024-12-09,2101,531,Bronze,179828.68,119,4386.0653658536585,77400.64,41,High
ORD-000422,Barbara Gonzalez,CUST-00488,Georgia-Pacific Paper,Office Supplies,Paper,787.79,315.12,0.0,1,2024-06-18,Central,Germany,Hesse,Debit Card,2024,6,June,2,18,1,Tuesday,25,0,0,0,2024-06,Summer,0,787.79,40.0,1,787.79,High,53411.28,17,3141.84,23034.68,0.10588235294117647,2019-03-08,2024-11-02,2066,568,Platinum,78227.55,103,2114.258108108108,31328.45,37,Medium
ORD-000423,Patricia Baker,CUST-00146,LG Gram 17,Technology,Laptops,5935.59,2671.02,0.0,3,2020-02-14,West,United States,California,Bank Transfer,2020,2,February,1,14,4,Friday,7,0,0,0,2020-02,Winter,0,1978.53,45.0,1,5935.59,Premium,35590.06,10,3559.006,16040.57,0.05500000000000001,2019-12-10,2024-06-19,1653,704,Gold,210317.74,111,6185.815882352941,85957.29,34,Top
ORD-000424,Lisa Garcia,CUST-00316,IKEA Skadis Pegboard,Furniture,Furnishings,5434.7,2717.35,0.0,5,2022-09-06,Central,United States,Michigan,Apple Pay,2022,9,September,3,6,1,Tuesday,36,0,1,0,2022-09,Fall,0,1086.94,50.0,1,5434.7,Premium,26423.39,10,2642.339,10769.14,0.075,2020-02-24,2024-01-12,1418,863,Silver,132117.55,131,3072.5011627906974,57042.63,43,High
ORD-000425,Deborah White,CUST-00414,Hammermill Printer Paper,Office Supplies,Paper,2159.81,1079.9,0.0,1,2023-02-01,East,United Kingdom,Scotland,PayPal,2023,2,February,1,1,2,Wednesday,5,0,1,0,2023-02,Winter,0,2159.81,50.0,1,2159.81,Very High,24611.35,10,2461.1349999999998,11920.570000000002,0.145,2019-03-12,2024-09-02,2001,629,Silver,240386.87,116,5863.094390243902,105204.34,41,Top
ORD-000426,Joseph Adams,CUST-00403,IKEA Malm Desk,Furniture,Tables,1127.52,451.01,0.0,4,2021-10-05,East,United Kingdom,England,PayPal,2021,10,October,4,5,1,Tuesday,40,0,1,0,2021-10,Fall,0,281.88,40.0,1,1127.52,Very High,23179.14,10,2317.9139999999998,9008.19,0.005,2019-11-06,2024-05-04,1641,750,Bronze,33980.64,132,755.1253333333333,15697.19,45,Low
ORD-000427,Margaret Nguyen,CUST-00069,Georgia-Pacific Paper,Office Supplies,Paper,3151.16,1418.02,0.0,4,2023-01-12,East,United Kingdom,Northern Ireland,PayPal,2023,1,January,1,12,3,Thursday,2,0,0,0,2023-01,Winter,0,787.79,45.0,1,3151.16,Very High,44556.07,13,3427.39,18131.22,0.11153846153846153,2019-06-12,2024-12-10,2008,530,Gold,78227.55,103,2114.258108108108,31328.45,37,Medium
ORD-000428,Jessica Hernandez,CUST-00250,Sony WH-1000XM5,Technology,Accessories,3102.9,1086.01,0.2,2,2022-06-05,East,United States,New York,Debit Card,2022,6,June,2,5,6,Sunday,22,1,1,0,2022-06,Summer,0,1551.45,35.0,1,2482.32,Very High,22788.29,9,2532.032222222222,10022.6,0.044444444444444446,2019-08-09,2024-09-25,1874,606,Bronze,169204.81,95,4834.423142857143,70590.85,35,High
ORD-000429,Kevin Young,CUST-00135,Razer Blade 15,Technology,Laptops,2216.12,664.84,0.0,2,2021-03-15,South,United States,Kentucky,Apple Pay,2021,3,March,1,15,0,Monday,11,0,0,0,2021-03,Spring,0,1108.06,30.0,1,2216.12,Very High,31495.489999999998,11,2863.2263636363637,13940.09,0.0409090909090909,2019-07-02,2024-05-08,1772,746,Silver,114850.41,112,2944.8823076923077,47643.770000000004,39,Medium
ORD-000430,Amanda Davis,CUST-00417,Sharpie Permanent Markers,Office Supplies,Art,3836.4,1918.2,0.0,3,2019-05-08,East,United Kingdom,Northern Ireland,Credit Card,2019,5,May,2,8,2,Wednesday,19,0,0,0,2019-05,Spring,0,1278.8,50.0,1,3836.4,Very High,45829.6,13,3525.353846153846,20727.5,0.03461538461538462,2019-05-08,2024-10-10,1982,591,Gold,143673.18,120,3341.2367441860465,58744.88,43,High
ORD-000431,Matthew Torres,CUST-00279,Breville Espresso Machine,Office Supplies,Appliances,8085.96,4447.28,0.0,4,2021-12-03,South,United States,Florida,Bank Transfer,2021,12,December,4,3,4,Friday,48,0,1,0,2021-12,Winter,1,2021.49,55.0,1,8085.96,Premium,41977.15,11,3816.1045454545456,18636.010000000002,0.11363636363636363,2020-07-18,2024-05-18,1400,736,Gold,264511.96,139,5750.26,114795.38,46,Top
ORD-000432,Ashley Wilson,CUST-00457,BALI Blinds,Furniture,Furnishings,7227.89,3975.34,0.15,4,2021-07-03,Central,Canada,Quebec,PayPal,2021,7,July,3,3,5,Saturday,26,1,1,0,2021-07,Summer,0,1806.97,55.0,1,6143.71,Premium,53801.3,15,3586.7533333333336,22643.94,0.09666666666666668,2019-04-15,2024-09-23,1988,608,Platinum,216942.96,108,5423.574,95753.57,40,Top
ORD-000433,Carol Mitchell,CUST-00006,Sauder Select Bookcase,Furniture,Bookcases,4135.8,1447.53,0.0,5,2024-08-18,South,United States,Texas,Apple Pay,2024,8,August,3,18,6,Sunday,33,1,0,0,2024-08,Summer,0,827.16,35.0,1,4135.8,Very High,46991.54,12,3915.9616666666666,20211.61,0.12083333333333335,2019-06-04,2024-10-11,1956,590,Gold,78704.29,98,2248.694,32145.5,35,Medium
ORD-000434,Andrew Nelson,CUST-00388,Jira Software,Technology,Software,12143.2,6071.6,0.0,4,2020-11-10,South,United States,Virginia,Apple Pay,2020,11,November,4,10,1,Tuesday,46,0,0,0,2020-11,Fall,1,3035.8,50.0,1,12143.2,Premium,80710.37,12,6725.864166666666,35546.700000000004,0.0375,2019-01-01,2024-02-17,1873,827,Platinum,297356.61,102,7079.919285714285,123579.83,42,Top
ORD-000435,Joshua Anderson,CUST-00377,Mr. Coffee Maker,Office Supplies,Appliances,288.48,173.09,0.0,1,2020-08-21,South,United States,Virginia,Bank Transfer,2020,8,August,3,21,4,Friday,34,0,0,1,2020-08,Summer,0,288.48,60.0,1,288.48,Medium,7161.4,7,1023.0571428571428,3009.87,0.08571428571428572,2019-09-08,2023-11-29,1543,907,Bronze,32814.6,120,841.4,14498.28,39,Low
ORD-000436,Donna White,CUST-00033,Furinno Turn-N-Tube,Furniture,Bookcases,7230.45,4338.27,0.0,3,2021-08-07,South,United States,Georgia,Debit Card,2021,8,August,3,7,5,Saturday,31,1,1,0,2021-08,Summer,0,2410.15,60.0,1,7230.45,Premium,25903.89,6,4317.315,13261.060000000001,0.0,2020-03-09,2024-06-24,1568,699,Silver,209321.53,94,5508.461315789474,87627.03,38,Top
ORD-000437,Anthony Young,CUST-00465,Samsill View Binder,Office Supplies,Binders,7622.2,2286.66,0.0,4,2024-10-22,West,United States,California,Credit Card,2024,10,October,4,22,1,Tuesday,43,0,0,1,2024-10,Fall,0,1905.55,30.0,1,7622.2,Premium,44073.880000000005,13,3390.298461538462,17425.95,0.10384615384615385,2019-07-12,2024-10-22,1929,579,Gold,160733.13,87,5542.521724137931,66136.87,29,High
ORD-000438,Deborah Ramirez,CUST-00333,Staples Copy Paper,Office Supplies,Paper,1674.56,669.82,0.5,4,2019-06-13,South,United States,South Carolina,PayPal,2019,6,June,2,13,3,Thursday,24,0,0,0,2019-06,Summer,0,418.64,40.0,1,837.28,Very High,35575.619999999995,8,4446.952499999999,14119.46,0.08750000000000001,2019-06-13,2024-08-06,1881,656,Gold,87412.02,115,2081.2385714285715,36197.7,42,Medium
ORD-000439,David Gonzalez,CUST-00297,HON Ignition 2.0,Furniture,Chairs,789.68,355.36,0.0,1,2021-12-14,East,United Kingdom,England,Apple Pay,2021,12,December,4,14,1,Tuesday,50,0,0,0,2021-12,Winter,1,789.68,45.0,1,789.68,High,31229.52,10,3122.952,14148.529999999999,0.06999999999999999,2020-08-17,2024-11-21,1557,549,Silver,73084.89,98,1923.2865789473683,30819.239999999998,38,Medium
ORD-000440,Lisa Moore,CUST-00265,Atlantic Oskar Media,Furniture,Bookcases,2567.25,770.18,0.0,3,2019-11-15,East,United States,New Jersey,Apple Pay,2019,11,November,4,15,4,Friday,46,0,0,0,2019-11,Fall,1,855.75,30.0,1,2567.25,Very High,30754.300000000003,7,4393.471428571429,13857.22,0.028571428571428574,2019-11-15,2024-11-24,1836,546,Silver,71155.6,92,2371.8533333333335,31611.420000000002,30,Medium
ORD-000441,William Brown,CUST-00181,Neenah Cardstock,Office Supplies,Paper,4439.44,1997.75,0.0,2,2023-07-21,Central,Germany,Hesse,Apple Pay,2023,7,July,3,21,4,Friday,29,0,0,1,2023-07,Summer,0,2219.72,45.0,1,4439.44,Very High,35874.17,11,3261.288181818182,14723.13,0.031818181818181815,2019-10-07,2024-08-13,1772,649,Gold,244946.09999999998,112,6804.0583333333325,97146.06,36,Top
ORD-000442,Brian Miller,CUST-00257,Jira Software,Technology,Software,3035.8,1517.9,0.0,1,2019-01-28,Central,Canada,Alberta,Apple Pay,2019,1,January,1,28,0,Monday,5,0,0,1,2019-01,Winter,0,3035.8,50.0,1,3035.8,Very High,44442.729999999996,10,4444.272999999999,18990.309999999998,0.0,2019-01-28,2024-11-18,2121,552,Gold,297356.61,102,7079.919285714285,123579.83,42,Top
ORD-000443,Robert Carter,CUST-00109,Zoom Business,Technology,Software,4374.07,1530.92,0.15,2,2022-02-24,Central,United States,Utah,Credit Card,2022,2,February,1,24,3,Thursday,8,0,0,1,2022-02,Winter,0,2187.04,35.0,1,3717.96,Very High,22957.63,6,3826.271666666667,9526.550000000001,0.03333333333333333,2019-08-10,2024-07-13,1799,680,Bronze,250994.19,103,6435.748461538462,103581.74,39,Top
ORD-000444,Dorothy Smith,CUST-00213,Georgia-Pacific Paper,Office Supplies,Paper,787.79,354.51,0.0,1,2021-08-01,Central,United States,Minnesota,Bank Transfer,2021,8,August,3,1,6,Sunday,30,1,1,0,2021-08,Summer,0,787.79,45.0,1,787.79,High,51680.47,15,3445.364666666667,22558.02,0.030000000000000002,2019-11-13,2024-09-05,1758,626,Platinum,78227.55,103,2114.258108108108,31328.45,37,Medium
ORD-000445,George Young,CUST-00108,Steelcase Gesture,Furniture,Chairs,4483.86,2017.74,0.0,3,2024-05-16,South,United States,Alabama,Debit Card,2024,5,May,2,16,3,Thursday,20,0,0,0,2024-05,Spring,0,1494.62,45.0,1,4483.86,Very High,77233.6,16,4827.1,33697.17,0.07500000000000001,2019-02-22,2024-08-05,1991,657,Platinum,128462.59999999999,92,3471.962162162162,54292.11,37,Medium
ORD-000446,Melissa Scott,CUST-00066,Steelcase Gesture,Furniture,Chairs,1270.43,381.13,0.15,1,2019-06-26,South,United States,Louisiana,Debit Card,2019,6,June,2,26,2,Wednesday,26,0,0,1,2019-06,Summer,0,1270.43,30.0,1,1079.87,Very High,53915.21,14,3851.0864285714283,21593.21,0.04642857142857143,2019-02-23,2023-10-24,1704,943,Platinum,128462.59999999999,92,3471.962162162162,54292.11,37,Medium
ORD-000447,Deborah Adams,CUST-00086,MainStays Bookcase,Furniture,Bookcases,2191.2,876.48,0.0,5,2019-08-18,South,United States,South Carolina,Bank Transfer,2019,8,August,3,18,6,Sunday,33,1,0,0,2019-08,Summer,0,438.24,40.0,1,2191.2,Very High,22407.71,7,3201.1014285714286,9560.83,0.09285714285714286,2019-08-18,2024-03-04,1660,811,Bronze,46804.03,113,1040.0895555555555,19152.2,45,Low
ORD-000448,Sarah Lewis,CUST-00450,Philips Hue Lightstrip,Furniture,Furnishings,103.41,51.7,0.0,3,2019-03-18,South,United States,Florida,Apple Pay,2019,3,March,1,18,0,Monday,12,0,0,0,2019-03,Spring,0,34.47,50.0,1,103.41,Low,57908.11,11,5264.373636363636,22449.69,0.06818181818181818,2019-02-04,2024-03-01,1852,814,Platinum,3374.63,104,88.80605263157895,1406.8,38,Low
ORD-000449,Deborah Walker,CUST-00445,Mr. Coffee Maker,Office Supplies,Appliances,201.94,80.77,0.3,1,2024-04-14,Central,Canada,Alberta,Apple Pay,2024,4,April,2,14,6,Sunday,15,1,0,0,2024-04,Spring,0,201.94,40.0,1,141.36,Medium,24315.55,10,2431.555,10540.26,0.125,2019-09-26,2024-04-14,1662,770,Silver,32814.6,120,841.4,14498.28,39,Low
ORD-000450,Elizabeth Johnson,CUST-00320,Furinno Turn-N-Tube,Furniture,Bookcases,3856.24,1156.87,0.2,2,2021-01-14,Central,United States,Arizona,Apple Pay,2021,1,January,1,14,3,Thursday,2,0,0,0,2021-01,Winter,0,1928.12,30.0,1,3084.99,Very High,42339.65,14,3024.2607142857146,16969.89,0.08571428571428572,2019-09-08,2024-06-09,1736,714,Gold,209321.53,94,5508.461315789474,87627.03,38,Top
ORD-000451,Richard Rivera,CUST-00118,BetterOffice Binder,Office Supplies,Binders,3941.97,2168.08,0.0,3,2019-10-09,Central,United States,Oklahoma,Debit Card,2019,10,October,4,9,2,Wednesday,41,0,0,0,2019-10,Fall,0,1313.99,55.0,1,3941.97,Very High,25143.87,8,3142.98375,10978.54,0.03125,2019-06-22,2024-07-13,1848,680,Silver,154656.61,124,3514.922954545454,64135.84,44,High
ORD-000452,Margaret Lopez,CUST-00441,Frigidaire Mini Fridge,Office Supplies,Appliances,6421.05,2247.37,0.0,5,2024-11-11,West,United States,California,Apple Pay,2024,11,November,4,11,0,Monday,46,0,0,0,2024-11,Fall,1,1284.21,35.0,1,6421.05,Premium,17682.27,8,2210.28375,7965.0,0.05,2019-06-17,2024-11-11,1974,559,Bronze,122642.07,103,3504.059142857143,52071.52,35,Medium
ORD-000453,George Taylor,CUST-00091,Keurig K-Elite,Office Supplies,Appliances,4483.58,1793.43,0.0,2,2020-01-30,West,Australia,South Australia,Apple Pay,2020,1,January,1,30,3,Thursday,5,0,0,1,2020-01,Winter,0,2241.79,40.0,1,4483.58,Very High,60139.6,18,3341.088888888889,25061.07,0.08888888888888889,2019-02-09,2024-11-09,2100,561,Platinum,139663.51,67,4815.983103448276,56465.1,29,High
ORD-000454,Paul Johnson,CUST-00386,Microsoft Office 365,Technology,Software,1829.7,548.91,0.2,1,2024-08-23,Central,Germany,Baden-Wurttemberg,Apple Pay,2024,8,August,3,23,4,Friday,34,0,0,1,2024-08,Summer,0,1829.7,30.0,1,1463.76,Very High,9768.19,4,2442.0475,4416.12,0.05,2020-02-24,2024-09-14,1664,617,Bronze,250782.69999999998,124,5699.606818181818,105396.20999999999,44,Top
ORD-000455,Joshua Hall,CUST-00460,Fellowes Bankers Box,Office Supplies,Storage,2940.12,1323.05,0.0,4,2019-01-05,Central,United States,Indiana,Credit Card,2019,1,January,1,5,5,Saturday,1,1,1,0,2019-01,Winter,0,735.03,45.0,1,2940.12,Very High,50373.32,14,3598.094285714286,21700.6,0.049999999999999996,2019-01-05,2024-11-21,2147,549,Platinum,40536.92,60,1762.4747826086955,17978.829999999998,23,Low
ORD-000456,Sarah Jackson,CUST-00220,Herman Miller Desk,Furniture,Tables,611.48,275.17,0.0,4,2024-12-10,Central,Canada,Manitoba,Bank Transfer,2024,12,December,4,10,1,Tuesday,50,0,0,0,2024-12,Winter,1,152.87,45.0,1,611.48,High,54876.78999999999,8,6859.598749999999,22962.510000000002,0.025,2019-06-16,2024-12-10,2004,530,Platinum,16716.35,119,439.90394736842103,6846.25,38,Low
ORD-000457,Karen Sanchez,CUST-00302,Apple AirTag,Technology,Accessories,23593.92,11501.880000000006,0.0,8,2022-12-06,South,United States,Maryland,Debit Card,2022,12,December,4,6,1,Tuesday,49,0,1,0,2022-12,Winter,1,2949.24,48.75,1,23593.92,Premium,58577.8,10,5857.780000000001,25301.000000000007,0.075,2019-03-31,2024-02-07,1774,837,Platinum,301117.42,110,7924.142631578947,123808.91,38,Top
ORD-000458,Patricia Baker,CUST-00146,Crayola Supertips Set,Office Supplies,Art,6470.35,2264.62,0.05,3,2019-12-10,West,United States,California,Credit Card,2019,12,December,4,10,1,Tuesday,50,0,0,0,2019-12,Winter,1,2156.78,35.0,1,6146.83,Premium,35590.06,10,3559.006,16040.57,0.05500000000000001,2019-12-10,2024-06-19,1653,704,Gold,237586.9,113,5399.702272727272,101130.52,44,Top
ORD-000459,Susan Adams,CUST-00061,Samsung Galaxy S24 Ultra,Technology,Phones,17831.45,8915.73,0.0,5,2024-11-10,South,United States,South Carolina,PayPal,2024,11,November,4,10,6,Sunday,45,1,0,0,2024-11,Fall,1,3566.29,50.0,1,17831.45,Premium,44096.85,11,4008.8045454545454,19688.44,0.022727272727272728,2019-05-09,2024-11-10,2012,560,Gold,304739.47,97,9830.305483870967,135349.64,31,Top
ORD-000460,Betty Davis,CUST-00186,Sony WH-1000XM5,Technology,Accessories,3102.9,1551.45,0.2,2,2023-08-02,South,United States,Kentucky,Apple Pay,2023,8,August,3,2,2,Wednesday,31,0,1,0,2023-08,Summer,0,1551.45,50.0,1,2482.32,Very High,24371.3,10,2437.13,10084.78,0.07,2019-02-07,2024-12-23,2146,517,Silver,169204.81,95,4834.423142857143,70590.85,35,High
ORD-000461,Charles Nelson,CUST-00290,Cardinal Economy Binder,Office Supplies,Binders,1409.77,352.44,0.0,1,2023-10-01,East,United Kingdom,Wales,Bank Transfer,2023,10,October,4,1,6,Sunday,39,1,1,0,2023-10,Fall,0,1409.77,25.0,1,1409.77,Very High,16743.51,7,2391.93,6295.4400000000005,0.014285714285714287,2019-11-14,2024-02-24,1563,820,Bronze,119971.41,91,3332.539166666667,54216.26,36,Medium
ORD-000462,Donna Adams,CUST-00212,Mr. Coffee Maker,Office Supplies,Appliances,692.35,311.56,0.2,3,2021-04-14,West,Australia,Queensland,PayPal,2021,4,April,2,14,2,Wednesday,15,0,0,0,2021-04,Spring,0,230.78,45.0,1,553.88,High,52832.21,16,3302.013125,21964.12,0.06875,2019-09-28,2024-10-29,1858,572,Platinum,32814.6,120,841.4,14498.28,39,Low
ORD-000463,Matthew Moore,CUST-00397,Prismacolor Colored Pencils,Office Supplies,Art,3192.96,957.89,0.0,2,2022-11-11,Central,United States,Michigan,Google Pay,2022,11,November,4,11,4,Friday,45,0,0,0,2022-11,Fall,1,1596.48,30.0,1,3192.96,Very High,14965.31,6,2494.2183333333332,6427.549999999999,0.03333333333333333,2019-10-14,2024-10-03,1816,598,Bronze,185989.93,121,4227.043863636363,79361.0,44,High
ORD-000464,Betty Campbell,CUST-00383,Herman Miller Desk,Furniture,Tables,458.61,183.44,0.0,3,2020-05-02,Central,Canada,Alberta,Debit Card,2020,5,May,2,2,5,Saturday,18,1,1,0,2020-05,Spring,0,152.87,40.0,1,458.61,Medium,57141.09,12,4761.7575,23304.44,0.041666666666666664,2019-05-16,2024-07-26,1898,667,Platinum,16716.35,119,439.90394736842103,6846.25,38,Low
ORD-000465,Paul Rodriguez,CUST-00110,Faber-Castell Pencils,Office Supplies,Art,796.17,278.66,0.0,1,2020-02-15,Central,Germany,Hesse,Apple Pay,2020,2,February,1,15,5,Saturday,7,1,0,0,2020-02,Winter,0,796.17,35.0,1,796.17,High,20538.48,6,3423.08,8577.36,0.14166666666666666,2019-03-05,2024-08-06,1981,656,Bronze,55731.9,72,1857.73,22221.1,30,Low
ORD-000466,George Davis,CUST-00083,Union & Scale Binder,Office Supplies,Binders,1132.44,679.46,0.0,4,2019-08-02,South,United States,Florida,Credit Card,2019,8,August,3,2,4,Friday,31,0,1,0,2019-08,Summer,0,283.11,60.0,1,1132.44,Very High,31257.48,11,2841.589090909091,13925.76,0.11363636363636363,2019-05-08,2024-08-23,1934,639,Silver,37936.76,149,654.0820689655172,16640.54,58,Low
ORD-000467,John Martin,CUST-00242,Sterilite Plastic Bins,Office Supplies,Storage,748.13,336.66,0.1,2,2020-08-18,South,United States,Georgia,Apple Pay,2020,8,August,3,18,1,Tuesday,34,0,0,0,2020-08,Summer,0,374.06,45.0,1,673.32,High,28471.28,11,2588.2981818181815,12968.3,0.009090909090909092,2019-02-18,2024-06-09,1938,714,Silver,59642.92,153,1084.4167272727273,26924.51,55,Low
ORD-000468,Matthew Walker,CUST-00371,Kokuyo Campus Binder,Office Supplies,Binders,156.34,70.35,0.0,2,2019-06-04,Central,Germany,Baden-Wurttemberg,Google Pay,2019,6,June,2,4,1,Tuesday,23,0,1,0,2019-06,Summer,0,78.17,45.0,1,156.34,Low,38953.880000000005,13,2996.452307692308,15529.17,0.06923076923076923,2019-06-04,2024-02-03,1705,841,Gold,6847.6900000000005,97,190.21361111111113,2652.3,36,Low
ORD-000469,Michelle Adams,CUST-00147,ASUS ROG Zephyrus,Technology,Laptops,1400.5,490.17,0.0,2,2024-11-04,Central,Germany,Hesse,Google Pay,2024,11,November,4,4,0,Monday,45,0,1,0,2024-11,Fall,1,700.25,35.0,1,1400.5,Very High,65588.18,15,4372.545333333333,28659.11,0.056666666666666664,2019-01-26,2024-12-21,2156,519,Platinum,53954.28,81,1860.4924137931034,22618.06,29,Low
ORD-000470,Steven Young,CUST-00225,Google Pixel 8 Pro,Technology,Phones,4401.62,1540.57,0.2,2,2024-07-17,East,United Kingdom,Scotland,PayPal,2024,7,July,3,17,2,Wednesday,29,0,0,0,2024-07,Summer,0,2200.81,35.0,1,3521.3,Very High,47213.31,10,4721.331,23062.969999999998,0.125,2019-05-12,2024-07-17,1893,676,Platinum,342363.24,134,6987.004897959184,150352.24000000002,49,Top
ORD-000471,Sarah Smith,CUST-00018,Fully Desk,Furniture,Tables,2964.42,1185.77,0.0,3,2021-03-08,Central,United States,Utah,PayPal,2021,3,March,1,8,0,Monday,10,0,0,0,2021-03,Spring,0,988.14,40.0,1,2964.42,Very High,34410.32,7,4915.76,14058.83,0.07857142857142858,2020-02-05,2024-08-27,1665,635,Silver,91699.4,97,2292.4849999999997,38040.91,40,Medium
ORD-000472,Sandra Brown,CUST-00336,Apple iPhone 14 Pro Max,Technology,Phones,1418.6,780.23,0.0,1,2021-09-06,South,United States,Maryland,PayPal,2021,9,September,3,6,0,Monday,36,0,1,0,2021-09,Fall,0,1418.6,55.0,1,1418.6,Very High,69411.96,12,5784.330000000001,29627.93,0.03333333333333333,2019-09-17,2024-11-02,1873,568,Platinum,122779.83,92,3069.49575,49243.14,40,Medium
